chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_split_src,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,240000000.0,240.0,240.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_merge_src1,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,120000000.0,120.0,120.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_merge_src2,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,120000000.0,120.0,120.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_unmatched_src,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,240000000.0,240.0,240.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_noise_src_0,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,240000000.0,240.0,240.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xd3216198d384__r7fam00__inst00__synth_noise_src_1,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1c7a05a7b628bafdd0a2a64b9943958e8167989a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xd3216198d384e8d733c7ea5ee46a9c6fa2f69029fd6d088b503094db0d1992b7_USDT,1638599391,1638599391,1,240000000.0,240.0,240.0,4.651163,4.651163,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_split_src,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,128443000.0,128.443,128.443,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_merge_src1,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,64221500.0,64.2215,64.2215,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_merge_src2,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,64221500.0,64.2215,64.2215,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_unmatched_src,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,128443000.0,128.443,128.443,0.000000,0.000000,0.750000,bridge_deposit_flow
