src_flow_id,dst_flow_id,src_amount_usd,dst_amount_usd,median_delay_sec,pattern_type,label_confidence,label_type,src_chain,dst_chain,bridge,src_token,dst_token,asset_group,label_source,support_tx_pair_count,matched_src_amount_usd,matched_dst_amount_usd,flow_mass_ratio_dst
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_split_src,bnb_flow_0xa8f59a1e229e__synth_split_a,1.620726541921233,0.8103632709606166,127,one_to_many,0.95,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_split,1,0.8103632709606166,0.8103632709606166,
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_split_src,bnb_flow_0xa8f59a1e229e__synth_split_b,1.620726541921233,0.8103632709606166,127,one_to_many,0.95,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_split,1,0.8103632709606166,0.8103632709606166,
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_merge_src1,bnb_flow_0xa8f59a1e229e__synth_merge_dst,0.8103632709606166,1.620726541921233,127,many_to_one,1.0,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_merge,,0.8103632709606166,0.8103632709606166,
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_merge_src2,bnb_flow_0xa8f59a1e229e__synth_merge_dst,0.8103632709606166,1.620726541921233,127,many_to_one,1.0,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_merge,,0.8103632709606166,0.8103632709606166,
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_unmatched_src,bnb_flow_0xa8f59a1e229e__synth_hidden_dst,1.620726541921233,0,127,one_to_one,0.2,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_unmatched,,,0,0
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_noise_src_0,bnb_flow_0xa8f59a1e229e__synth_noise_dst_0,1.620726541921233,1.620726541921233,187,one_to_one,0.2553,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_delay_noise,,,,
eth_flow_0x89dfb4dcd089__r7fam00__inst00__synth_noise_src_1,bnb_flow_0xa8f59a1e229e__synth_noise_dst_1,1.620726541921233,1.620726541921233,247,one_to_one,0.2533,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_delay_noise,,,,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_split_src,bnb_flow_0x576b5cd7c26b__synth_split_a,1.6243320952363365,0.5414440317454455,170,one_to_many,0.95,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_split,1,0.5414440317454455,0.5414440317454455,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_split_src,bnb_flow_0x576b5cd7c26b__synth_split_b,1.6243320952363365,0.5414440317454455,170,one_to_many,0.95,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_split,1,0.5414440317454455,0.5414440317454455,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_split_src,bnb_flow_0x576b5cd7c26b__synth_split_c,1.6243320952363365,0.5414440317454455,170,one_to_many,0.95,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_split,1,0.5414440317454455,0.5414440317454455,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_merge_src1,bnb_flow_0x576b5cd7c26b__synth_merge_dst,0.8121660476181682,1.6243320952363365,170,many_to_one,1.0,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_merge,,0.8121660476181682,0.8121660476181682,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_merge_src2,bnb_flow_0x576b5cd7c26b__synth_merge_dst,0.8121660476181682,1.6243320952363365,170,many_to_one,1.0,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_merge,,0.8121660476181682,0.8121660476181682,
eth_flow_0x434cae66e5f4__r7fam00__inst01__synth_unmatched_src,bnb_flow_0x576b5cd7c26b__synth_hidden_dst,1.6243320952363365,0,170,one_to_one,0.2,supervised_flow_pair,ETH,BNB,Poly,0x5d285f735998f36631f678ff41fb56a10a4d0429,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,semi_synthetic_unmatched,,,0,0
