chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_split_src,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_merge_src1,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_merge_src2,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_unmatched_src,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_noise_src_0,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst00__synth_noise_src_1,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst01__synth_split_src,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst01__synth_merge_src1,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst01__synth_merge_src2,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst01__synth_unmatched_src,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
