src_flow_id,dst_flow_id,src_amount_usd,dst_amount_usd,median_delay_sec,pattern_type,label_confidence,label_type,bridge,label_source,support_tx_pair_count,matched_src_amount_usd,matched_dst_amount_usd,flow_mass_ratio_dst
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_split_src,bnb_flow_3fd8798e790841__synth_split_a,22.0,11.0,126.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,11.0,11.0,
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_split_src,bnb_flow_3fd8798e790841__synth_split_b,22.0,11.0,126.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,11.0,11.0,
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_merge_src1,bnb_flow_3fd8798e790841__synth_merge_dst,11.0,22.0,126.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,11.0,11.0,
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_merge_src2,bnb_flow_3fd8798e790841__synth_merge_dst,11.0,22.0,126.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,11.0,11.0,
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_unmatched_src,bnb_flow_3fd8798e790841__synth_hidden_dst,22.0,0,126.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_noise_src_0,bnb_flow_3fd8798e790841__synth_noise_dst_0,22.0,20.52853985851504,186,one_to_one,0.2212,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_bdcde2e0486143__r7fam00__inst00__synth_noise_src_1,bnb_flow_3fd8798e790841__synth_noise_dst_1,22.0,20.52853985851504,246,one_to_one,0.2584,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_57209f4756e449__r7fam00__inst01__synth_split_src,bnb_flow_92bc7a5f33a14f__synth_split_a,0.145,0.0725,138.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.0725,0.0725,
eth_flow_57209f4756e449__r7fam00__inst01__synth_split_src,bnb_flow_92bc7a5f33a14f__synth_split_b,0.145,0.0725,138.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.0725,0.0725,
eth_flow_57209f4756e449__r7fam00__inst01__synth_merge_src1,bnb_flow_92bc7a5f33a14f__synth_merge_dst,0.0725,0.145,138.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,0.0725,0.0725,
