chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_split_src,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,2.2e+19,22.0,22.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_merge_src1,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,1.1e+19,11.0,11.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_merge_src2,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,1.1e+19,11.0,11.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_unmatched_src,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,2.2e+19,22.0,22.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_noise_src_0,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,2.2e+19,22.0,22.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_bdcde2e0486143__r7fam00__inst00__synth_noise_src_1,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,stable:BUSD,0xed2a2677067708eabc38641adb1633ad85798f6537570ba1710b153fe68ea735_None_BUSD_0x4fabb145d64652a948d72533023f6e7a623c7c53,1639924892,1639924892,1,2.2e+19,22.0,22.0,11.627907,11.627907,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_57209f4756e449__r7fam00__inst01__synth_split_src,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5_0_native_,1639320580,1639320580,1,1.45e+17,0.145,0.145,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_57209f4756e449__r7fam00__inst01__synth_merge_src1,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5_0_native_,1639320580,1639320580,1,7.25e+16,0.0725,0.0725,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_57209f4756e449__r7fam00__inst01__synth_merge_src2,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5_0_native_,1639320580,1639320580,1,7.25e+16,0.0725,0.0725,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_57209f4756e449__r7fam00__inst01__synth_unmatched_src,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x9b5df7e007c8bafdca7c6da25f42bc78b47a660f57478c4301869033ec95b7d5_0_native_,1639320580,1639320580,1,1.45e+17,0.145,0.145,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
