chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
BNB,bnb_flow_3fd8798e790841__synth_split_a,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925018,1639925018,1,1.026426992925752e+19,10.26426992925752,10.26426992925752,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3fd8798e790841__synth_split_b,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925018,1639925018,1,1.026426992925752e+19,10.26426992925752,10.26426992925752,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3fd8798e790841__synth_merge_dst,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925018,1639925018,1,2.052853985851504e+19,20.52853985851504,20.52853985851504,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3fd8798e790841__synth_hidden_dst,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925018,1639925018,1,2.052853985851504e+19,20.52853985851504,20.52853985851504,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3fd8798e790841__synth_noise_dst_0,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925078,1639925078,1,2.052853985851504e+19,20.52853985851504,20.52853985851504,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3fd8798e790841__synth_noise_dst_1,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142,0x37fc3ebb749947dd415f8bd95e347df3b81be06e|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x37fc3ebb749947dd415f8bd95e347df3b81be06e,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0xca7b5c7e3729bdbf5e514cf56135c5fb92398b8e9a962764965452a346bc1142_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639925138,1639925138,1,2.052853985851504e+19,20.52853985851504,20.52853985851504,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_split_a,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320718,1639320718,1,3.619386935653518e+16,0.03619386935653515,0.03619386935653515,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_split_b,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320718,1639320718,1,3.619386935653518e+16,0.03619386935653515,0.03619386935653515,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_merge_dst,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320718,1639320718,1,7.238773871307037e+16,0.0723877387130703,0.0723877387130703,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_hidden_dst,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320718,1639320718,1,7.238773871307037e+16,0.0723877387130703,0.0723877387130703,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_noise_dst_0,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320778,1639320778,1,7.238773871307037e+16,0.0723877387130703,0.0723877387130703,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_92bc7a5f33a14f__synth_noise_dst_1,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde,0x62d20ea2b3d7240d4655950d00af8b68699c3b28|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x62d20ea2b3d7240d4655950d00af8b68699c3b28,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xad8f77c4d6bd26370435a90d0c6efce15d710f17e87b56674e42c79d26c7bdde_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639320838,1639320838,1,7.238773871307037e+16,0.0723877387130703,0.0723877387130703,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_73d7f29425244f__synth_split_a,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638622932,1638622932,1,1.3997240891330797e+17,0.13997240891330795,0.13997240891330795,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_73d7f29425244f__synth_split_b,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638622932,1638622932,1,1.3997240891330797e+17,0.13997240891330795,0.13997240891330795,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_73d7f29425244f__synth_merge_dst,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638622932,1638622932,1,2.7994481782661594e+17,0.2799448178266159,0.2799448178266159,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_73d7f29425244f__synth_hidden_dst,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2e4acd4d8051b9d4febdad7e2182f6a1fc4b16e2,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0x2786fc2504055153245363a10f52bc94471c4fd1d9865e236a55db1a0f569e26_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638622932,1638622932,1,2.7994481782661594e+17,0.2799448178266159,0.2799448178266159,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
