chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
BNB,bnb_flow_a903a6be4a4a41__synth_split_a,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542859,1638542859,1,2.933535104768129e+18,2.9335351047681293,2.9335351047681293,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_split_b,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542859,1638542859,1,2.933535104768129e+18,2.9335351047681293,2.9335351047681293,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_split_c,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542859,1638542859,1,2.933535104768129e+18,2.9335351047681293,2.9335351047681293,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_merge_dst,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542859,1638542859,1,8.800605314304388e+18,8.800605314304388,8.800605314304388,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_hidden_dst,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542859,1638542859,1,8.800605314304388e+18,8.800605314304388,8.800605314304388,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_noise_dst_0,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542919,1638542919,1,8.800605314304388e+18,8.800605314304388,8.800605314304388,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_a903a6be4a4a41__synth_noise_dst_1,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x20a3feca1768f28c6eb7d8141e60df4e0968f91b,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xeb8545ae96e0d3d501af59f07485360b37f6c568ec7af42bdedbd8553e7a0837_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638542979,1638542979,1,8.800605314304388e+18,8.800605314304388,8.800605314304388,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_e623eeaab7274f__synth_split_a,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638926441,1638926441,1,5.993498426458141e+16,0.0599349842645814,0.0599349842645814,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_e623eeaab7274f__synth_split_b,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638926441,1638926441,1,5.993498426458141e+16,0.0599349842645814,0.0599349842645814,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_e623eeaab7274f__synth_merge_dst,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x70ae4287cc4a2935987ad7d1184e4b8ae116be15,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xca22076222019eaa516be18123fcf437096d15fa1995f64327add326f90755a8_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638926441,1638926441,1,1.1986996852916282e+17,0.1198699685291628,0.1198699685291628,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
