chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_split_src,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,1.7608e+19,17.608,17.608,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_merge_src1,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,8.804e+18,8.804,8.804,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_merge_src2,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,8.804e+18,8.804,8.804,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_unmatched_src,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,1.7608e+19,17.608,17.608,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_noise_src_0,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,1.7608e+19,17.608,17.608,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0c8e70ebba744b__r7fam00__inst00__synth_noise_src_1,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x798ebc359adf7ac8a57ab7a21a7c9bb700ec697fb468d28a1b7df43b7c0da469_0_native_,1638542727,1638542727,1,1.7608e+19,17.608,17.608,16.279070,16.279070,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_split_src,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,2.4e+17,0.24,0.24,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_merge_src1,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,1.2e+17,0.12,0.12,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_merge_src2,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,1.2e+17,0.12,0.12,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_unmatched_src,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,2.4e+17,0.24,0.24,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_noise_src_0,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,2.4e+17,0.24,0.24,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_6b5091c635e549__r7fam00__inst01__synth_noise_src_1,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x33af71d1acc364021fc118e104fcceb7cae230b2386ac1f186fb09797547aa11_0_native_,1638926316,1638926316,1,2.4e+17,0.24,0.24,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_876d87a9e8674d__r7fam01__inst00__synth_split_src,0x8389befba026aa6bd8b3af8614e9aa53a97cc8a2c9bb28602b8a5c166a044547,0x15f04b7d199c91f4981d0395add0070750bb9669|0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,0x15f04b7d199c91f4981d0395add0070750bb9669,0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,MCB,token:MCB,0x8389befba026aa6bd8b3af8614e9aa53a97cc8a2c9bb28602b8a5c166a044547_None_MCB_0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,1639967910,1639967910,1,2.2383886018110833e+20,223.83886018110832,223.83886018110832,11.627907,11.627907,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
