chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge_contract_hit
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_split_a,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342879,1648342879,1,5.88641744140904e+22,58864.174414090405,0.8258340258687935,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_split_b,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342879,1648342879,1,5.88641744140904e+22,58864.174414090405,0.8258340258687935,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_split_c,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342879,1648342879,1,5.88641744140904e+22,58864.174414090405,0.8258340258687935,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_merge_dst,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342879,1648342879,1,1.765925232422712e+23,176592.5232422712,2.4775020776063807,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_hidden_dst,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342879,1648342879,1,1.765925232422712e+23,176592.5232422712,2.4775020776063807,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_noise_dst_0,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342939,1648342939,1,1.765925232422712e+23,176592.5232422712,2.4775020776063807,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x1b1204ce6275__synth_noise_dst_1,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20,0x12bb890508c125661e03b09ec06e404bc9289040|0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x81c2e2a049bf1b350b13feb3017af3614dbdf719,0x12bb890508c125661e03b09ec06e404bc9289040,RACA,RACA,0x1b1204ce62754eae47e6bf979e5fc0df6e00d01dbbfe3c5e5270ef6712ca8b20_RACA,1648342999,1648342999,1,1.765925232422712e+23,176592.5232422712,2.4775020776063807,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x4496d3ab2d65__synth_split_a,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27,0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x398f7827dccbefe6990478876bbf3612d93baf05|0xcfc387b2d9bb52200d942752f44a41d658ee82de,0xcfc387b2d9bb52200d942752f44a41d658ee82de,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,MIX,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27_MIX,1651989341,1651989341,1,4.511568294e+23,451156.8294,0.733195115537253,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x4496d3ab2d65__synth_split_b,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27,0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x398f7827dccbefe6990478876bbf3612d93baf05|0xcfc387b2d9bb52200d942752f44a41d658ee82de,0xcfc387b2d9bb52200d942752f44a41d658ee82de,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,MIX,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27_MIX,1651989341,1651989341,1,4.511568294e+23,451156.8294,0.733195115537253,0,0,0.825000,bridge_dst_event_flow,True
BNB,Poly,bnb_flow_0x4496d3ab2d65__synth_merge_dst,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27,0x2f7ac9436ba4b548f9582af91ca1ef02cd2f1f03|0x398f7827dccbefe6990478876bbf3612d93baf05|0xcfc387b2d9bb52200d942752f44a41d658ee82de,0xcfc387b2d9bb52200d942752f44a41d658ee82de,0x398f7827dccbefe6990478876bbf3612d93baf05,MIX,MIX,0x4496d3ab2d65667d418ce436c859f2dd7e6fa39963b6abe94be561f155529f27_MIX,1651989341,1651989341,1,9.023136588e+23,902313.6588,1.466390231074506,0,0,0.825000,bridge_dst_event_flow,True
