src_flow_id,dst_flow_id,src_amount_usd,dst_amount_usd,median_delay_sec,pattern_type,label_confidence,label_type,bridge,label_source,support_tx_pair_count,matched_src_amount_usd,matched_dst_amount_usd,flow_mass_ratio_dst
eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,bnb_flow_e3e11df321a84f__synth_split_a,100.0,20.0,140.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,20.0,20.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,bnb_flow_e3e11df321a84f__synth_split_b,100.0,20.0,140.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,20.0,20.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,bnb_flow_e3e11df321a84f__synth_split_c,100.0,20.0,140.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,20.0,20.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,bnb_flow_e3e11df321a84f__synth_split_d,100.0,20.0,140.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,20.0,20.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,bnb_flow_e3e11df321a84f__synth_split_e,100.0,20.0,140.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,20.0,20.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_merge_src1,bnb_flow_e3e11df321a84f__synth_merge_dst,50.0,100.0,140.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,50.0,50.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_merge_src2,bnb_flow_e3e11df321a84f__synth_merge_dst,50.0,100.0,140.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,50.0,50.0,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_unmatched_src,bnb_flow_e3e11df321a84f__synth_hidden_dst,100.0,0,140.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_b2a149686b914d__r7fam00__inst00__synth_noise_src_0,bnb_flow_e3e11df321a84f__synth_noise_dst_0,100.0,394.2828328793448,200,one_to_one,0.2349,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_b2a149686b914d__r7fam00__inst00__synth_noise_src_1,bnb_flow_e3e11df321a84f__synth_noise_dst_1,100.0,394.2828328793448,260,one_to_one,0.2315,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_split_src,bnb_flow_d9ddb4a4e71046__synth_split_a,188.132661,94.0663305,146.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,94.0663305,94.0663305,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_split_src,bnb_flow_d9ddb4a4e71046__synth_split_b,188.132661,94.0663305,146.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,94.0663305,94.0663305,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_merge_src1,bnb_flow_d9ddb4a4e71046__synth_merge_dst,94.0663305,188.132661,146.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,94.0663305,94.0663305,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_merge_src2,bnb_flow_d9ddb4a4e71046__synth_merge_dst,94.0663305,188.132661,146.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,94.0663305,94.0663305,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_unmatched_src,bnb_flow_d9ddb4a4e71046__synth_hidden_dst,188.132661,0,146.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_noise_src_0,bnb_flow_d9ddb4a4e71046__synth_noise_dst_0,188.132661,186.6287047988809,206,one_to_one,0.235,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_noise_src_1,bnb_flow_d9ddb4a4e71046__synth_noise_dst_1,188.132661,186.6287047988809,266,one_to_one,0.2227,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_split_src,bnb_flow_db19ed1eb6a749__synth_split_a,0.52,0.26,166.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.26,0.26,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_split_src,bnb_flow_db19ed1eb6a749__synth_split_b,0.52,0.26,166.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.26,0.26,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_merge_src1,bnb_flow_db19ed1eb6a749__synth_merge_dst,0.26,0.52,166.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,0.26,0.26,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_merge_src2,bnb_flow_db19ed1eb6a749__synth_merge_dst,0.26,0.52,166.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,0.26,0.26,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_unmatched_src,bnb_flow_db19ed1eb6a749__synth_hidden_dst,0.52,0,166.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_36d35cf317b844__r7fam01__inst00__synth_noise_src_0,bnb_flow_db19ed1eb6a749__synth_noise_dst_0,0.52,0.2600878043534607,226,one_to_one,0.2499,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_36d35cf317b844__r7fam01__inst00__synth_noise_src_1,bnb_flow_db19ed1eb6a749__synth_noise_dst_1,0.52,0.2600878043534607,286,one_to_one,0.2445,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_split_src,bnb_flow_a7a78e83c9944a__synth_split_a,61.448783,30.7243915,174.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,30.7243915,30.7243915,
