src_flow_id,dst_flow_id,src_amount_usd,dst_amount_usd,median_delay_sec,pattern_type,label_confidence,label_type,bridge,label_source,support_tx_pair_count,matched_src_amount_usd,matched_dst_amount_usd,flow_mass_ratio_dst
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_a,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_b,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_c,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_d,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_e,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_f,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_g,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_split_src,bnb_flow_7faa226968ea44__synth_split_h,8.08,1.01,156.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,1.01,1.01,
eth_flow_970c43df216d48__r7fam00__inst00__synth_merge_src1,bnb_flow_7faa226968ea44__synth_merge_dst,4.04,8.08,156.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,4.04,4.04,
eth_flow_970c43df216d48__r7fam00__inst00__synth_merge_src2,bnb_flow_7faa226968ea44__synth_merge_dst,4.04,8.08,156.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,4.04,4.04,
eth_flow_970c43df216d48__r7fam00__inst00__synth_unmatched_src,bnb_flow_7faa226968ea44__synth_hidden_dst,8.08,0,156.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_970c43df216d48__r7fam00__inst00__synth_noise_src_0,bnb_flow_7faa226968ea44__synth_noise_dst_0,8.08,4.038261811052979,216,one_to_one,0.2341,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_970c43df216d48__r7fam00__inst00__synth_noise_src_1,bnb_flow_7faa226968ea44__synth_noise_dst_1,8.08,4.038261811052979,276,one_to_one,0.2257,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_a,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_b,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_c,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_d,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_e,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_split_src,bnb_flow_533d0e9e62e14d__synth_split_f,21.0,3.5,141.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,3.5,3.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_merge_src1,bnb_flow_533d0e9e62e14d__synth_merge_dst,10.5,21.0,141.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,10.5,10.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_merge_src2,bnb_flow_533d0e9e62e14d__synth_merge_dst,10.5,21.0,141.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,10.5,10.5,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_unmatched_src,bnb_flow_533d0e9e62e14d__synth_hidden_dst,21.0,0,141.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_noise_src_0,bnb_flow_533d0e9e62e14d__synth_noise_dst_0,21.0,20.59258619039857,201,one_to_one,0.2588,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_674d476cd6fe46__r7fam00__inst01__synth_noise_src_1,bnb_flow_533d0e9e62e14d__synth_noise_dst_1,21.0,20.59258619039857,261,one_to_one,0.2554,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
