chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_split_src,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,225393000.0,225.393,225.393,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_merge_src1,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,112696500.0,112.6965,112.6965,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_merge_src2,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,112696500.0,112.6965,112.6965,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_unmatched_src,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,225393000.0,225.393,225.393,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_noise_src_0,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,225393000.0,225.393,225.393,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x03a4574fd9e6__r7fam00__inst00__synth_noise_src_1,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0xc570779c31911e3293a0bbb7de2a9e7f06be6b6c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x03a4574fd9e6d01e6531bc6a21829515061f01566e28b16ece45de253a361992_USDT,1634143253,1634143253,1,225393000.0,225.393,225.393,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_split_src,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,128443000.0,128.443,128.443,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_merge_src1,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,64221500.0,64.2215,64.2215,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_merge_src2,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,64221500.0,64.2215,64.2215,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x7e0fc37efe6c__r7fam00__inst01__synth_unmatched_src,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x83443bc737af694cd26fd961bc13d5982292edac,0x83443bc737af694cd26fd961bc13d5982292edac,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x7e0fc37efe6c609c1c2d2aa338b90343e42c9966aad9b729568034dcb5cf0a28_USDT,1636022999,1636022999,1,128443000.0,128.443,128.443,0.000000,0.000000,0.750000,bridge_deposit_flow
