src_flow_id,dst_flow_id,src_amount_usd,dst_amount_usd,median_delay_sec,pattern_type,label_confidence,label_type,bridge,label_source,support_tx_pair_count,matched_src_amount_usd,matched_dst_amount_usd,flow_mass_ratio_dst
eth_flow_0572088b25d54f__r7fam00__inst00__synth_split_src,bnb_flow_c72e6c6cb1394d__synth_split_a,124.742823,62.3714115,160.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,62.3714115,62.3714115,
eth_flow_0572088b25d54f__r7fam00__inst00__synth_split_src,bnb_flow_c72e6c6cb1394d__synth_split_b,124.742823,62.3714115,160.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,62.3714115,62.3714115,
eth_flow_0572088b25d54f__r7fam00__inst00__synth_merge_src1,bnb_flow_c72e6c6cb1394d__synth_merge_dst,62.3714115,124.742823,160.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,62.3714115,62.3714115,
eth_flow_0572088b25d54f__r7fam00__inst00__synth_merge_src2,bnb_flow_c72e6c6cb1394d__synth_merge_dst,62.3714115,124.742823,160.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,62.3714115,62.3714115,
eth_flow_0572088b25d54f__r7fam00__inst00__synth_unmatched_src,bnb_flow_c72e6c6cb1394d__synth_hidden_dst,124.742823,0,160.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_0572088b25d54f__r7fam00__inst00__synth_noise_src_0,bnb_flow_c72e6c6cb1394d__synth_noise_dst_0,124.742823,123.82156449902013,220,one_to_one,0.2274,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_0572088b25d54f__r7fam00__inst00__synth_noise_src_1,bnb_flow_c72e6c6cb1394d__synth_noise_dst_1,124.742823,123.82156449902013,280,one_to_one,0.2519,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_split_src,bnb_flow_dab29e8158e347__synth_split_a,178.229144,89.114572,133.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,89.114572,89.114572,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_split_src,bnb_flow_dab29e8158e347__synth_split_b,178.229144,89.114572,133.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,89.114572,89.114572,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_merge_src1,bnb_flow_dab29e8158e347__synth_merge_dst,89.114572,178.229144,133.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,89.114572,89.114572,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_merge_src2,bnb_flow_dab29e8158e347__synth_merge_dst,89.114572,178.229144,133.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,89.114572,89.114572,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_unmatched_src,bnb_flow_dab29e8158e347__synth_hidden_dst,178.229144,0,133.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_noise_src_0,bnb_flow_dab29e8158e347__synth_noise_dst_0,178.229144,176.71304414444884,193,one_to_one,0.241,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_dcbe00a81dec43__r7fam00__inst01__synth_noise_src_1,bnb_flow_dab29e8158e347__synth_noise_dst_1,178.229144,176.71304414444884,253,one_to_one,0.2392,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_split_src,bnb_flow_764e66495f2548__synth_split_a,61.81,30.905,174.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,30.905,30.905,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_split_src,bnb_flow_764e66495f2548__synth_split_b,61.81,30.905,174.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,30.905,30.905,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_merge_src1,bnb_flow_764e66495f2548__synth_merge_dst,30.905,61.81,174.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,30.905,30.905,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_merge_src2,bnb_flow_764e66495f2548__synth_merge_dst,30.905,61.81,174.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,30.905,30.905,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_unmatched_src,bnb_flow_764e66495f2548__synth_hidden_dst,61.81,0,174.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_noise_src_0,bnb_flow_764e66495f2548__synth_noise_dst_0,61.81,61.42938363848994,234,one_to_one,0.2317,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_9cf93decbc9943__r7fam01__inst00__synth_noise_src_1,bnb_flow_764e66495f2548__synth_noise_dst_1,61.81,61.42938363848994,294,one_to_one,0.2226,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_split_src,bnb_flow_176523ef37c540__synth_split_a,277.14,138.57,174.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,138.57,138.57,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_split_src,bnb_flow_176523ef37c540__synth_split_b,277.14,138.57,174.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,138.57,138.57,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_merge_src1,bnb_flow_176523ef37c540__synth_merge_dst,138.57,277.14,174.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,138.57,138.57,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_merge_src2,bnb_flow_176523ef37c540__synth_merge_dst,138.57,277.14,174.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,138.57,138.57,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_unmatched_src,bnb_flow_176523ef37c540__synth_hidden_dst,277.14,0,174.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_noise_src_0,bnb_flow_176523ef37c540__synth_noise_dst_0,277.14,275.5374914510556,234,one_to_one,0.2413,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_246d4aebaf7543__r7fam01__inst01__synth_noise_src_1,bnb_flow_176523ef37c540__synth_noise_dst_1,277.14,275.5374914510556,294,one_to_one,0.2432,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_split_src,bnb_flow_d5326c40ee204c__synth_split_a,0.026,0.013,190.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.013,0.013,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_split_src,bnb_flow_d5326c40ee204c__synth_split_b,0.026,0.013,190.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,0.013,0.013,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_merge_src1,bnb_flow_d5326c40ee204c__synth_merge_dst,0.013,0.026,190.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,0.013,0.013,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_merge_src2,bnb_flow_d5326c40ee204c__synth_merge_dst,0.013,0.026,190.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,0.013,0.013,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_unmatched_src,bnb_flow_d5326c40ee204c__synth_hidden_dst,0.026,0,190.0,one_to_one,0.2,supervised_flow_pair,Celer,semi_synthetic_unmatched,,,0,0
eth_flow_d620056ef75f49__r7fam02__inst00__synth_noise_src_0,bnb_flow_d5326c40ee204c__synth_noise_dst_0,0.026,0.0129078695630822,250,one_to_one,0.2276,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_d620056ef75f49__r7fam02__inst00__synth_noise_src_1,bnb_flow_d5326c40ee204c__synth_noise_dst_1,0.026,0.0129078695630822,310,one_to_one,0.2341,supervised_flow_pair,Celer,semi_synthetic_delay_noise,,,,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_a,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_b,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_c,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_d,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_e,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_f,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_g,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_split_src,bnb_flow_0ccc85fc835c45__synth_split_h,101.73681487,12.71710185875,187.0,one_to_many,0.95,supervised_flow_pair,Celer,semi_synthetic_split,1,12.71710185875,12.71710185875,
eth_flow_7b054ff7c30244__r7fam02__inst01__synth_merge_src1,bnb_flow_0ccc85fc835c45__synth_merge_dst,50.868407435,101.73681487,187.0,many_to_one,1.0,supervised_flow_pair,Celer,semi_synthetic_merge,,50.868407435,50.868407435,
