chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_split_src,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,32154600.0,32.1546,32.1546,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_merge_src1,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,16077300.0,16.0773,16.0773,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_merge_src2,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,16077300.0,16.0773,16.0773,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_unmatched_src,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,32154600.0,32.1546,32.1546,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_noise_src_0,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,32154600.0,32.1546,32.1546,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x370c572ed8c2__r7fam00__inst00__synth_noise_src_1,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf,0x210bd406c92470b34eea1e12ae5ed7c9333d7847|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x210bd406c92470b34eea1e12ae5ed7c9333d7847,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x370c572ed8c240b48df8167f9d26c919f33a7d873d820e76971d5e23c3e544bf_USDT,1638986984,1638986984,1,32154600.0,32.1546,32.1546,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x96b25346b928__r7fam00__inst01__synth_split_src,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58_USDT,1638426997,1638426997,1,205000000.0,205.0,205.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x96b25346b928__r7fam00__inst01__synth_merge_src1,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58_USDT,1638426997,1638426997,1,102500000.0,102.5,102.5,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x96b25346b928__r7fam00__inst01__synth_merge_src2,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58_USDT,1638426997,1638426997,1,102500000.0,102.5,102.5,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x96b25346b928__r7fam00__inst01__synth_unmatched_src,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x6fbb9d681cda3d9b0cfc834de41c9a6406d35da4,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x96b25346b928b4adeaa02b1b4607b3a763f13aaa21ae443e408812c4b4384a58_USDT,1638426997,1638426997,1,205000000.0,205.0,205.0,0.000000,0.000000,0.775000,bridge_deposit_flow
