chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
BNB,bnb_flow_3da20e41eeb64b__synth_split_a,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640948994,1640948994,1,5.421374029299218e+19,54.213740292992185,54.213740292992185,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_split_b,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640948994,1640948994,1,5.421374029299218e+19,54.213740292992185,54.213740292992185,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_split_c,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640948994,1640948994,1,5.421374029299218e+19,54.213740292992185,54.213740292992185,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_merge_dst,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640948994,1640948994,1,1.6264122087897655e+20,162.64122087897655,162.64122087897655,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_hidden_dst,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640948994,1640948994,1,1.6264122087897655e+20,162.64122087897655,162.64122087897655,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_noise_dst_0,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640949054,1640949054,1,1.6264122087897655e+20,162.64122087897655,162.64122087897655,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_3da20e41eeb64b__synth_noise_dst_1,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750,0xa27242324bf28edf341bed2b9542666ca331dabc|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0xa27242324bf28edf341bed2b9542666ca331dabc,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,stable:USDC,0xa727dd70a537113a485447a99b21004f45a018fb4bd13060b3c9feac555b0750_None_USDC_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,1640949114,1640949114,1,1.6264122087897655e+20,162.64122087897655,162.64122087897655,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_d5e65f2a5b254d__synth_split_a,0x6c949f2ccb4bc46bd84bc3a4cbd331b2fe5bda65229c8c9d26c069dd9b3b634c|0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940,0x327fb2056e6a496c43c7256c33d8862dd813e611|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x327fb2056e6a496c43c7256c33d8862dd813e611,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639590644,1639591373,2,1.1961679606011408e+16,0.0119616796060114,0.0119616796060114,0.000000,0.000000,0.800000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_d5e65f2a5b254d__synth_split_b,0x6c949f2ccb4bc46bd84bc3a4cbd331b2fe5bda65229c8c9d26c069dd9b3b634c|0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940,0x327fb2056e6a496c43c7256c33d8862dd813e611|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x327fb2056e6a496c43c7256c33d8862dd813e611,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639590644,1639591373,2,1.1961679606011408e+16,0.0119616796060114,0.0119616796060114,0.000000,0.000000,0.800000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_d5e65f2a5b254d__synth_split_c,0x6c949f2ccb4bc46bd84bc3a4cbd331b2fe5bda65229c8c9d26c069dd9b3b634c|0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940,0x327fb2056e6a496c43c7256c33d8862dd813e611|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x327fb2056e6a496c43c7256c33d8862dd813e611,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xd73fa0fcc753c5d007fb7048f87c94ae42fa5aea403b5eb967d49c063b829940_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1639590644,1639591373,2,1.1961679606011408e+16,0.0119616796060114,0.0119616796060114,0.000000,0.000000,0.800000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
