chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_split_src,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,249000000.0,249.0,249.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_merge_src1,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,124500000.0,124.5,124.5,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_merge_src2,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,124500000.0,124.5,124.5,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_unmatched_src,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,249000000.0,249.0,249.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_noise_src_0,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,249000000.0,249.0,249.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x83149eef7d18__r7fam00__inst00__synth_noise_src_1,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x1b4d3bdfe8af0fc0f31c67b0d8594af1fe9d0419,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x83149eef7d1878d3b9046b7de044773a89d48a8b4bb90e4e93eb14b74a82be35_USDT,1634724459,1634724459,1,249000000.0,249.0,249.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst01__synth_split_src,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst01__synth_merge_src1,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst01__synth_merge_src2,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xb512b00f10f2__r7fam00__inst01__synth_unmatched_src,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0xa4eca20694d2bb8f2eb0ed3a57dad63518b6eb93,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xb512b00f10f2d9e63f04bc64e4347f28a1dcb4f7564e83062927ad0d43f21635_USDT,1638561492,1638561492,1,50000000.0,50.0,50.0,0.000000,0.000000,0.750000,bridge_deposit_flow
