chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_split_src,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_merge_src1,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_merge_src2,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_unmatched_src,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_noise_src_0,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0xe9e24fea5a99__r7fam00__inst00__synth_noise_src_1,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xae818712399223f18cbb75731454ca9eea0b7e10,0xae818712399223f18cbb75731454ca9eea0b7e10,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0xe9e24fea5a995c3041c0ece0e933156bbc8c7643b22f420efd582cdccc8e4671_USDT,1635965233,1635965233,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x1a9d4be47862__r7fam00__inst01__synth_split_src,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517_USDT,1638617019,1638617019,1,250000000.0,250.0,250.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x1a9d4be47862__r7fam00__inst01__synth_merge_src1,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517_USDT,1638617019,1638617019,1,125000000.0,125.0,125.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x1a9d4be47862__r7fam00__inst01__synth_merge_src2,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517_USDT,1638617019,1638617019,1,125000000.0,125.0,125.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x1a9d4be47862__r7fam00__inst01__synth_unmatched_src,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517_USDT,1638617019,1638617019,1,250000000.0,250.0,250.0,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x1a9d4be47862__r7fam00__inst01__synth_noise_src_0,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x82eb26ea4a2452d8e33ea78571548d4ae74dc231,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x1a9d4be47862f8e08a9d22968bbca666c52fb221779e3ac5d7c79cb5e39ae517_USDT,1638617019,1638617019,1,250000000.0,250.0,250.0,0.000000,0.000000,0.775000,bridge_deposit_flow
