chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_split_src,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,147746000.0,147.746,147.746,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_merge_src1,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,73873000.0,73.873,73.873,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_merge_src2,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,73873000.0,73.873,73.873,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_unmatched_src,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,147746000.0,147.746,147.746,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_noise_src_0,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,147746000.0,147.746,147.746,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x88f3c6fa1d7a__r7fam00__inst00__synth_noise_src_1,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x8b99f0fef5e1d06510c99019becdd8f579735338,0x8b99f0fef5e1d06510c99019becdd8f579735338,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x88f3c6fa1d7ae4726e055c5907c9893afa44f86177f14b6670a4d3bc7d7cc9e8_USDT,1638440390,1638440390,1,147746000.0,147.746,147.746,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x09e505a506fb__r7fam00__inst01__synth_split_src,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087_USDT,1636561842,1636561842,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x09e505a506fb__r7fam00__inst01__synth_merge_src1,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087_USDT,1636561842,1636561842,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x09e505a506fb__r7fam00__inst01__synth_merge_src2,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087_USDT,1636561842,1636561842,1,50000000.0,50.0,50.0,4.651163,4.651163,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x09e505a506fb__r7fam00__inst01__synth_unmatched_src,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0x22648c12acd87912ea1710357b1302c6a4154ebc,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x09e505a506fb02b3add6bab4780a023210a164d90a9fca0d349991d3031f4087_USDT,1636561842,1636561842,1,100000000.0,100.0,100.0,4.651163,4.651163,0.750000,bridge_deposit_flow
