chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge_contract_hit
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_split_a,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439368,1638439368,1,4.894866666666666e+19,48.94866666666667,48.94866666666667,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_split_b,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439368,1638439368,1,4.894866666666666e+19,48.94866666666667,48.94866666666667,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_split_c,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439368,1638439368,1,4.894866666666666e+19,48.94866666666667,48.94866666666667,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_merge_dst,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439368,1638439368,1,1.46846e+20,146.846,146.846,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_hidden_dst,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439368,1638439368,1,1.46846e+20,146.846,146.846,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_noise_dst_0,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439428,1638439428,1,1.46846e+20,146.846,146.846,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0xb1ad8baf387c__synth_noise_dst_1,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025,0x8b99f0fef5e1d06510c99019becdd8f579735338|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x8b99f0fef5e1d06510c99019becdd8f579735338,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0xb1ad8baf387c4293acdc2571cdccbb74c31be30077b3dc383a80eecb8f577025_USDT,1638439488,1638439488,1,1.46846e+20,146.846,146.846,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0x19a934b8443b__synth_split_a,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3_USDT,1636561287,1636561287,1,3.303333333333333e+19,33.03333333333333,33.03333333333333,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0x19a934b8443b__synth_split_b,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3_USDT,1636561287,1636561287,1,3.303333333333333e+19,33.03333333333333,33.03333333333333,0,0,0.750000,bridge_dst_event_flow,True
BNB,Multi,bnb_flow_0x19a934b8443b__synth_split_c,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c|0xd1c5966f9f5ee6881ff6b261bbeda45972b1b5f3|0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,0x13d7942eb45ad73411b11fb4cea0cd0430108b3c,0xedf0c420bc3b92b961c6ec411cc810ca81f5f21a,USDT,USDT,0x19a934b8443b349bc564091f6d64555c3e71d510001419874fcc7e16f214abd3_USDT,1636561287,1636561287,1,3.303333333333333e+19,33.03333333333333,33.03333333333333,0,0,0.750000,bridge_dst_event_flow,True
