chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
BNB,bnb_flow_1b7a896c644944__synth_split_a,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824304,1638824304,1,3.3529822567818356e+16,0.033529822567818335,0.033529822567818335,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_split_b,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824304,1638824304,1,3.3529822567818356e+16,0.033529822567818335,0.033529822567818335,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_split_c,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824304,1638824304,1,3.3529822567818356e+16,0.033529822567818335,0.033529822567818335,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_merge_dst,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824304,1638824304,1,1.0058946770345507e+17,0.100589467703455,0.100589467703455,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_hidden_dst,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824304,1638824304,1,1.0058946770345507e+17,0.100589467703455,0.100589467703455,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_noise_dst_0,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824364,1638824364,1,1.0058946770345507e+17,0.100589467703455,0.100589467703455,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_1b7a896c644944__synth_noise_dst_1,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c,0x2ae23c6d1072ca699095ee10214c30ec9a541566|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x2ae23c6d1072ca699095ee10214c30ec9a541566,0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,native:ETH,0xb5b30c914e8b2e417ca4204980b515f2147754e3b2d0e92e75a382dddbccf41c_None_ETH_0x2170ed0880ac9a755fd29b2688956bd959f933f8,1638824424,1638824424,1,1.0058946770345507e+17,0.100589467703455,0.100589467703455,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_49cd22d45e7c4e__synth_split_a,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc,0x4cd6541399ba8a38af85764f4d1f280320ba7455|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x4cd6541399ba8a38af85764f4d1f280320ba7455,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639190942,1639190942,1,1.4810451222936312e+19,14.810451222936312,14.810451222936312,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_49cd22d45e7c4e__synth_split_b,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc,0x4cd6541399ba8a38af85764f4d1f280320ba7455|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x4cd6541399ba8a38af85764f4d1f280320ba7455,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639190942,1639190942,1,1.4810451222936312e+19,14.810451222936312,14.810451222936312,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
BNB,bnb_flow_49cd22d45e7c4e__synth_merge_dst,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc,0x4cd6541399ba8a38af85764f4d1f280320ba7455|0xdd90e5e87a2081dcf0391920868ebc2ffb81a1af,0x4cd6541399ba8a38af85764f4d1f280320ba7455,0xe9e7cea3dedca5984780bafc599bd69add087d56,BUSD,stable:BUSD,0x319b9906fcafddf9679e35798ecbb718c79752b922660e5ee1d4fa4f41a1e1cc_None_BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,1639190942,1639190942,1,2.9620902445872624e+19,29.620902445872623,29.620902445872623,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
