chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_split_src,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,221630000.0,221.63,221.63,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_merge_src1,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,110815000.0,110.815,110.815,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_merge_src2,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,110815000.0,110.815,110.815,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_unmatched_src,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,221630000.0,221.63,221.63,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_noise_src_0,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,221630000.0,221.63,221.63,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x43baad853004__r7fam00__inst00__synth_noise_src_1,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0xde76de28899c78a459490e1ef9de1a3f4b7ed5da,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x43baad853004f8fa09e930264e13a6f2c664ef183ee5947beeb6456af16cbea8_USDT,1634718650,1634718650,1,221630000.0,221.63,221.63,0.000000,0.000000,0.775000,bridge_deposit_flow
ETH,Multi,eth_flow_0x0433d6700a27__r7fam00__inst01__synth_split_src,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xadd096bffba6e56ae2582532a7aff100b13c696a,0xadd096bffba6e56ae2582532a7aff100b13c696a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e_USDT,1637951839,1637951839,1,106425000.0,106.425,106.425,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x0433d6700a27__r7fam00__inst01__synth_merge_src1,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xadd096bffba6e56ae2582532a7aff100b13c696a,0xadd096bffba6e56ae2582532a7aff100b13c696a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e_USDT,1637951839,1637951839,1,53212500.0,53.2125,53.2125,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x0433d6700a27__r7fam00__inst01__synth_merge_src2,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xadd096bffba6e56ae2582532a7aff100b13c696a,0xadd096bffba6e56ae2582532a7aff100b13c696a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e_USDT,1637951839,1637951839,1,53212500.0,53.2125,53.2125,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x0433d6700a27__r7fam00__inst01__synth_unmatched_src,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xadd096bffba6e56ae2582532a7aff100b13c696a,0xadd096bffba6e56ae2582532a7aff100b13c696a,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x0433d6700a27512a7b3feb7d9d8d47ea2ce490f9d73babce0a95a0ed6636f13e_USDT,1637951839,1637951839,1,106425000.0,106.425,106.425,0.000000,0.000000,0.750000,bridge_deposit_flow
