chain,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule,bridge
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_split_src,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,1e+20,100.0,100.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_merge_src1,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,5e+19,50.0,50.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_merge_src2,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,5e+19,50.0,50.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_unmatched_src,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,1e+20,100.0,100.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_noise_src_0,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,1e+20,100.0,100.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_b2a149686b914d__r7fam00__inst00__synth_noise_src_1,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c|0xb37d31b2a74029b5951a2778f959282e2d518595,0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,0x853d955acef822db058eb8505911ed77f175b99e,FRAX,token:FRAX,0xba555750247bae24d7914cae7d2e6c851527d9a22b1a6c56bf5726e51e6e2f0f_None_FRAX_0x853d955acef822db058eb8505911ed77f175b99e,1640251629,1640251629,1,1e+20,100.0,100.0,4.651163,4.651163,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_split_src,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,188132661.0,188.132661,188.132661,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_merge_src1,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,94066330.5,94.0663305,94.0663305,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_merge_src2,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,94066330.5,94.0663305,94.0663305,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_unmatched_src,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,188132661.0,188.132661,188.132661,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_noise_src_0,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,188132661.0,188.132661,188.132661,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_c3fb2f7ec4d642__r7fam00__inst01__synth_noise_src_1,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0x6c9427795ab7aa7197a73dd43c8f222496491552,0x6c9427795ab7aa7197a73dd43c8f222496491552,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x13b7c61f080eaca7a7cf039e44b683e7798af664e3d3037f073c7ded263ad618_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640061387,1640061387,1,188132661.0,188.132661,188.132661,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_split_src,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,5.2e+17,0.52,0.52,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_merge_src1,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,2.6e+17,0.26,0.26,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_merge_src2,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,2.6e+17,0.26,0.26,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_unmatched_src,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,5.2e+17,0.52,0.52,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_noise_src_0,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,5.2e+17,0.52,0.52,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_36d35cf317b844__r7fam01__inst00__synth_noise_src_1,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,NATIVE,token:NATIVE,0x6b142a609f6ad5d5664ebc36f71e92e384339b97cda8a7d4f6a8c799dfbb1070_0_native_,1638706846,1638706846,1,5.2e+17,0.52,0.52,0.000000,0.000000,0.775000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_split_src,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,61448783.0,61.448783,61.448783,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_merge_src1,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,30724391.5,30.7243915,30.7243915,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_merge_src2,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,30724391.5,30.7243915,30.7243915,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_unmatched_src,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,61448783.0,61.448783,61.448783,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_noise_src_0,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,61448783.0,61.448783,61.448783,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
ETH,eth_flow_0e8754e4e2664f__r7fam01__inst01__synth_noise_src_1,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6,0x5427fefa711eff984124bfbb1ab6fbf5e3da1820|0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xfe5dcf645e4ba46c3264ef9070edbfa23d50e91c,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,stable:USDT,0x10426c8df1226a898dc93acbc4d3d30cd286fd47f733ce43f5d3d063440111f6_None_USDT_0xdac17f958d2ee523a2206206994597c13d831ec7,1640825521,1640825521,1,61448783.0,61.448783,61.448783,0.000000,0.000000,0.750000,tx_agg_rolling_1800s_same_asset_group_or_route,Celer
