chain,bridge,flow_id,tx_hashes,address_set,primary_address,token_contracts,token_symbols,asset_group,route_id,start_time,end_time,tx_count,raw_amount_sum,human_amount_sum,usd_amount_sum,aml_score_mean,aml_score_max,evidence_quality_mean,flow_construction_rule
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_split_src,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_merge_src1,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,12500000.0,12.5,12.5,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_merge_src2,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,12500000.0,12.5,12.5,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_unmatched_src,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_noise_src_0,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x6e382c863fa2__r7fam00__inst00__synth_noise_src_1,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718,0x22648c12acd87912ea1710357b1302c6a4154ebc|0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x3122205b0b30ab414cb96186ff625b5d5beb1469,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x6e382c863fa253a94ccd8fddb596bdf97bb68412c93e204e588697e39c9f3718_USDT,1638991933,1638991933,1,25000000.0,25.0,25.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x2ffa297a14ba__r7fam00__inst01__synth_split_src,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xfe0c348c05f12a17a2bc974eb50546338f293742,0xfe0c348c05f12a17a2bc974eb50546338f293742,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc_USDT,1638629646,1638629646,1,33000000.0,33.0,33.0,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x2ffa297a14ba__r7fam00__inst01__synth_merge_src1,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xfe0c348c05f12a17a2bc974eb50546338f293742,0xfe0c348c05f12a17a2bc974eb50546338f293742,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc_USDT,1638629646,1638629646,1,16500000.0,16.5,16.5,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x2ffa297a14ba__r7fam00__inst01__synth_merge_src2,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xfe0c348c05f12a17a2bc974eb50546338f293742,0xfe0c348c05f12a17a2bc974eb50546338f293742,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc_USDT,1638629646,1638629646,1,16500000.0,16.5,16.5,0.000000,0.000000,0.750000,bridge_deposit_flow
ETH,Multi,eth_flow_0x2ffa297a14ba__r7fam00__inst01__synth_unmatched_src,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc,0x22648c12acd87912ea1710357b1302c6a4154ebc|0xfe0c348c05f12a17a2bc974eb50546338f293742,0xfe0c348c05f12a17a2bc974eb50546338f293742,0x22648c12acd87912ea1710357b1302c6a4154ebc,USDT,USDT,0x2ffa297a14ba0f51c7c639074810298276a3454522498a2e3310d593fe3dd0bc_USDT,1638629646,1638629646,1,33000000.0,33.0,33.0,0.000000,0.000000,0.750000,bridge_deposit_flow
